,Words,Frequency
40166,खनिज,1
40167,नवीकरणीय,1
40168,जनस्वास्थ्यलाई,1
40169,तालिकाको,1
40170,पेभेलियन,1
40171,सुन्यमा,1
40172,अहमेद,1
40173,आलम,1
40174,दशैँमा,1
40175,।हाल,1
40176,पाठकहरूले,1
40177,बचेको,1
40178,फलस्वरुप,1
40179,नीति–निर्माण,1
40180,पुनःनिर्माणलाई,1
40181,मुहानस्थलमा,1
40182,प्रवेशमार्गको,1
40183,भत्केको,1
40184,अर्जुनदृष्टिका,1
40185,सवारीसाधनजस्तो,1
40186,आयोजनास्थलमा,1
40187,ध्वनिको,1
40188,अरुमाभन्दा,1
40189,दोनबासका,1
40190,आयोजनास्थलको,1
40191,सुरुङबाट,1
40192,हेलम्बुबाट,1
40193,थर्काइ,1
40194,गोलाबारीबाट,1
40195,अपार्टमेन्ट,1
40196,यार,1
40197,चासिभ,1
40198,भाइब्रेसन ,1
40199,सहरलाई,1
40200,आदील,1
40201,कुसल,1
40202,१८०,1
40203,निरन्तरताका,1
40204,संगिनी,1
40205,मेरी,1
40206,समेतमा,1
40207,।अघिल्लो,1
40208,सम्पादकलगायत,1
40209,पाठकहरूका,1
40210,क्षमाप्रार्थी,1
40211,स्थानाभावका,1
40212,जनहरू,1
40213,गुरूहरू,1
40214,पूर्वसहकर्मी,1
40215,जन्मदर,1
40216,मणि,1
40217,मधुनिधि,1
40218,खनिया,1
40219,डातीर्थ,1
40220,पूर्वउपकुलपति,1
40221,कुँवरप्रति,1
40222,पक्षसमेतको,1
40223,प्यारागाफको,1
40224,प्याराग्राफ,1
40225,आनन्दसँग,1
40226,पूर्वराजदूत,1
40227,डामायाकुमारी,1
40228,सहयोगविना,1
40229,शुभचिन्तकप्रति,1
40230,जनसंख्यामा,1
40231,देशहरूमध्ये,1
40232,तान्जानियामा,1
40233,फिलिपिन्स,1
40234,नाइजेरिया,1
40235,इथियोपिया,1
40236,कंगो,1
40237,१९५०,1
40238,बृद्धिद,1
40239,देखिन्थ्यो,1
40240,थकित,1
40241,केन्द्रहरूमा,1
40242,बढोस्,1
40243,छ।यो,1
40244,काठमाडौँलगायत,1
40245,छ।।लेखहरू,1
40246,छ।सरल,1
40247,माग्छु,1
40248,वातावारणमैत्री,1
40249,बिट,1
40250,साटासाटको,1
40251,विचारमा,1
40252,रहनुहोला,1
40253,रसाल,1
40254,भरतप्रसाद,1
40255,विन्दुगत,1
40256,नचाहेकाले,1
40257,ल्याउनसकिने,1
40258,जाँदाभन्दापनि,1
40259,लिइदियो,1
40260,देख्यो,1
40261,विकृतिमाथि,1
40262,शिक्षासँग,1
40263,सोचेकै,1
40264,कलेजलाई,1
40265,विकृतिलाई,1
40266,फर्निसिङ्ग,1
40267,बिझाएछ,1
40268,प्रस्तुतिले,1
40269,हेर्नुभएछ,1
40270,हबको,1
40271,संस्थाहरुमाथिको,1
40272,सेक्ने,1
40273,प्रहसनमा,1
40274,व्यंग्यात्मक,1
40275,असुल्छन्,1
40276,फी,1
40277,आदान,1
40278,उपयोगका,1
40279,‘यमराज’,1
40280,डाइलेक्स,1
40281,९५५०,1
40282,मुख्यन्यायाधिवक्ता,1
40283,४८२१,1
40284,७८४०,1
40285,प्रदेशसभाले,1
40286,२६९३,1
40287,८००९,1
40288,लख,1
40289,सर्लाहीले,1
40290,डिईको,1
40291,सङ्कल्प,1
40292,वस्तुहरु,1
40293,गंगाको,1
40294,श्वेत,1
40295,सि–आस्वा,1
40296,नभएमा१८,1
40297,सामुहीक,1
40298,७८४,1
40299,८२१,1
40300,८३०,1
40301,११६४,1
40302,२५७९,1
40303,प्रहसनको,1
40304,एपिसोडमा,1
40305,३५७४,1
40306,आन्त्रिक,1
40307,सुची,1
40308,गन्चब्य,1
40309,मुनी,1
40310,भेलाबाट,1
40311,पाउ,1
40312,सुबिधा,1
40313,बुझाउनु,1
40314,बासु,1
40315,गाउँपापलिकाले,1
40316,भुभागमा,1
40317,सुरुदेखिनै,1
40318,क्षेत्रहरुलाई,1
40319,२०७८८९,1
40320,गुमाएकाको,1
40321,संक्रमितका,1
40322,हरितगृहमा,1
40323,थाहाँ,1
40324,पालीकाले,1
40325,लिनै,1
40326,खोजी–खोजी,1
40327,बुझाएकालाई,1
40328,रु५०,1
40329,पदमार्ग,1
40330,पारेकोको,1
40331,मिडियामार्फत,1
40332,व्यंग्यका,1
40333,प्रमुखसँग,1
40334, त्यसयता,1
40335,राख्नुभयाे,1
40336,विसंगतिलाई,1
40337,प्रहसनले,1
40338,मिडियामार्फत्,1
40339,आत्मसम्मानमा,1
40340,गोलबन्द,1
40341,नसोचेको,1
40342,कहिलै,1
40343,शुल्कबारे,1
40344,भुमी,1
40345,प्रहसनमार्फत,1
40346,टेलिभिजनबाट,1
40347,एपीवान,1
40348,विकृतिविरुद्ध,1
40349,निकालि,1
40350,पढाउँदै,1
40351,सुकेधारास्थित,1
40352,प्रजिअलाई,1
40353,पालिकाहरु,1
40354,जग्गाहरु,1
40355,२३१४,1
40356,२८१८,1
40357,काजगात,1
40358,तामाङप्रति,1
40359,उघ्रिनासाथ,1
40360,बेला–बेलामा,1
40361,एकनासले,1
40362,सबेरैदेखि,1
40363,पर्वतारोहण,1
40364,तामाङकै,1
40365,आरोहण,1
40366,प्रवर्धन,1
40367,पर्वतारोहणबारे,1
40368,तानसेन–बुटवल,1
40369,ओढाइ,1
40370,निस्कनै,1
40371,बिदाइमा,1
40372,दिलकुमारीले,1
40373,स्वयम्भूमा,1
40374,क्षेत्रमार्फत,1
40375,प्रविधिलगायत,1
40376,सहकार्यबाट,1
40377,श्रीवास्तवलाई,1
40378,दूरावस्था,1
40379,मन्त्रीबाट,1
40380,क्रियाकलापसँग,1
40381,मध्याहृनको,1
40382,छहारीहरूमा,1
40383,पाइपलाईन,1
40384,सर्वसाधारणसँग,1
40385,तहहरूलाई,1
40386,त्यससँगै,1
40387,टाइफाइडविरुद्धको,1
40388,बालकालिकाहरूलाई,1
40389,गैरनागरिक,1
40390,पालिकाहरूलाई,1
40391,मातापीताको,1
40392,सुवेदीलगायत,1
40393,मन्त्रीहरूलार्ई,1
40394,मागी,1
40395,स्मृतिपार्क,1
40396,बालबालिकासँगै,1
40397,बाबाआमा,1
40398,नभै,1
40399,ट्रष्टदेखि,1
40400,भइसक्दासमेत,1
40401,खानेकुरामात्रै,1
40402,गर्मीजन्य,1
40403,नपरेर,1
40404,सेल्सियसको,1
40405,३५÷३६,1
40406,मध्याहृनपख,1
40407,आयोजनालगायत,1
40408,एल।पि।जी।,1
40409,६६५७,1
40410,विप्रेषणको,1
40411,काठमाडौँ–तराईमधेस,1
40412,इनरुवा,1
40413,राजिव,1
40414,बताउनुहुँदै,1
40415,समाना,1
40416,पाँच–छ,1
40417,बलायरले,1
40418,पद्मकुमारी,1
40419,सभापतिहरु,1
40420,जनसरोकारका,1
40421,६५४६,1
40422,‘केटिएफटि,1
40423,शीर्षकका,1
40424,९५५,1
40425,अनुदानतर्फ,1
40426,शसर्त,1
40427,६२१६,1
40428,४६५३,1
40429,६६४७,1
40430,५२८९,1
40431,५२०५,1
40432,७६९६,1
40433,दु्रतमार्ग,1
40434,भोलम,1
40435,द्विपक्षीयसम्बन्धलाई,1
40436,अर्थमन्त्रीलाई,1
40437,प्रवर्द्धनलगायतका,1
40438,स्कटल्याण्डमा,1
40439,पत्राचारका,1
40440,जीवनआर्थिक,1
40441,समस्यासमाजिक,1
40442,निर्वाचनमार्फत,1
40443,जनादेशको,1
40444,बिस्थापित,1
40445,जनादेशबाट,1
40446,शेरबहादर,1
40447,मान्यताहरुलाई,1
40448,दुई’,1
40449,बिहीन,1
40450,गरे÷नगरेका,1
40451,कार्यक्रमा,1
40452,समाधान’,1
40453,अन्तरास्ट्रिय,1
40454,कमिटीद्वारा,1
40455,सोध,1
40456,अभिलेखीकरण,1
40457,बढाइरहेको,1
40458,द्रुतमार्ग,1
40459,चीनबीच,1
40460,बुझिसकेको,1
40461,देखाउनेहरूबाट,1
40462,जरोदेखि,1
40463,पौंडी,1
40464,बार्दली,1
40465,वास्तुकलाको,1
40466,औपनिवेशिककालीन,1
40467,लागएर,1
40468,गर्,1
40469,प्रिन्टलाई,1
40470,सरम,1
40471,हेर्नेलाई,1
40472,भर्नेलाई,1
40473,विचौलियालाई,1
40474,दुबोको,1
40475,सेटिङ,1
40476,अर्यालसत्या,1
40477,कुराहरुमा,1
40478,चलक,1
40479,मनपरी,1
40480,विचौलियाकोमा,1
40481,सावित्रि,1
40482,खोलेपनि,1
40483,सन्तकुमार,1
40484,नेपबहादुर,1
40485,पोखरी,1
40486,प्रह्लाद,1
40487,भ्रातृसंस्थामा,1
40488,झक्कु,1
40489,कर्मचारीदेखी,1
40490,अधिकारीदेखि,1
40491,अतिथिका,1
40492,टोपीको,1
40493,खलङ्गामा,1
40494,कार्यदेखि,1
40495,ओनसरी,1
40496,बिक्रि,1
40497,पालेका,1
40498,उनबाट,1
40499,पालिएको,1
40500,रोका,1
40501,सुवेदीकमला,1
40502,छरिएका,1
40503,भाँडा,1
40504,झ्यालका,1
40505,भाँचिएका,1
40506,दृश्यसहित,1
40507,दरबारको,1
40508,फौजहरू,1
40509,परिसरभित्र,1
40510,केटाकेटीहरू,1
40511,चौधरीपरशुराम,1
40512,संघमा,1
40513,टोपीले,1
40514,उपमहानगरपालिका१५,1
40515,जोखबहादुर,1
40516,जिबन,1
40517,कौशिलानगर,1
40518,किशोरलाई,1
40519,नेपालगन्जबाट,1
40520,जमुनाह,1
40521,तमाङ,1
40522,मायाप्रसाद,1
40523,कालीबहादुर,1
40524,जमुनाहबाट,1
40525,नेपालगन्ज,1
40526,कञ्चनपुरको,1
40527,हकिकुल्ला,1
40528,सरिताकुमारी,1
40529,डोल्पाको,1
40530,सङ्कटग्रस्त,1
40531,खाँ,1
40532,काठमाडौँलगायतका,1
40533,वृन्दा,1
40534,दक्षिणकाली,1
40535,बीनाकुमारी,1
40536,अन्तवार्ता,1
40537,रजतजयन्ती,1
40538,पचुईबाट,1
40539,तरूण,1
40540,सुमनचोकबाट,1
40541,रम्तेल,1
40542,भ्रातृसंगठ,1
40543,कार्यसमितिलाई,1
40544,प्लेकार्ड,1
40545,‘भ्रातृसंस्था,1
40546,दलजीत,1
40547,श्रीपाइलीकुलप्रसाद,1
40548,जगातीबाट,1
40549,चित्तापोलस्थित,1
40550,खटीएको,1
40551,अस्थाई,1
40552,बेलौरीबाट,1
40553,१८९८,1
40554,बा‍६९,1
40555,गुरूङ,1
40556,चिचिला,1
40557,माल्टा,1
40558,अनुपको,1
40559,काँकरभिट्टाबाट,1
40560,काँकरभिट्टा,1
40561,लिसाईलो,1
40562,मेचीपुलबाट,1
40563,सुवेदीजयपुरी,1
40564,बुनेको,1
40565,गुरौका,1
40566,८११,1
40567,रहनेमा,1
40568,१२४,1
40569,पार्टस्को,1
40570,पार्टुको,1
40571,पार्टस,1
40572,मेसनिरी,1
40573,उपमकरण,1
40574,मात्रिका,1
40575,शक्तिबहादुर,1
40576,कालपछि,1
40577,गजुरेलसहित,1
40578,उतसाहजनक,1
40579,पृष्ठभूमिले,1
40580,सम्पादकहरूसँगको,1
40581,बस्नेगरी,1
40582,घण्टी,1
40583,तत्पश्चात,1
40584,एकीन,1
40585,संशोधनहरुलाई,1
40586,मागसहितको,1
40587,धर्नासहित,1
40588,अन्त्यको,1
40589,१९२,1
40590,२९८,1
40591,यसैैगरी,1
40592,डलरसँग,1
40593,७७०,1
40594,शक्तिसहित,1
40595,प्रसङ्गलाई,1
40596,डिभोर्सको,1
40597,दोहोरिने,1
40598,पत्रकारहरुसँग,1
40599,सन्तुलनका,1
40600,नोटमा,1
40601,निवासमै,1
40602,खुमलटारस्थित,1
40603,उपराष्ट्रपतिसँगको,1
40604,२–४,1
40605,मालदिभ्समा,1
40606,११।६६,1
40607,९८३,1
40608,छिमिकी,1
40609,।आयात,1
40610,पोलिटब्यूरोमा,1
40611,महिनामाम,1
40612,उत्पादनसँगको,1
40613,शोधानान्तरमा,1
40614,विप्रेषणमा,1
40615,लापरबाहीको,1
40616,विचौलियाले,1
40617,राजनितिक,1
40618,३२१०,1
40619,डिलाराम,1
40620,उन्मुलन,1
40621,सरूवा,1
40622,सन्तु,1
40623,आइपीओ,1
40624,दराई,1
40625,उपशाखा,1
40626,कार्यालयमार्फत,1
40627,रजिस्टर्ड,1
40628,श्रीनगर,1
40629,सनराइज,1
40630,स्क्रबटाइफस,1
40631,रुपी,1
40632,प्रतिवेदनसहितको,1
40633,दिनभएको,1
40634,तामाकोसीको,1
40635,एनआइसी,1
40636,डिस्टिलरीको,1
40637,६४१,1
40638,सहकारीले,1
40639,पालनमा,1
40640,टोपीका,1
40641,विश्वनाथ,1
40642,निवारणका,1
40643,विचौलियाको,1
40644,ढाकिने,1
40645,अनुमतिपत्र,1
40646,भियनाको,1
40647,लम्साललाई,1
40648,‘राष्ट्रपति,1
40649,मातापिताको,1
40650,कार्यकर्ताहरुले,1
40651,हितमान,1
40652,मलेरियाबाट,1
40653,डाक्टरहरूले,1
40654,भगाउने,1
40655,झुल,1
40656,हितराज,1
40657,सुत्दा,1
40658,घरआँगन,1
40659,लामखुट्टे–लगायतका,1
40660,औलोका,1
40661,जयपुरी,1
40662,मृत्युसम्म,1
40663,फोरसम्म,1
40664,सुरूवाती,1
40665,जसअन्तर्गत,1
40666,ब्यक्तिमा,1
40667,रमेशसिंह,1
40668,निस्दी,1
40669,बेलौरीका,1
40670,अभियान्ता,1
40671,डविङ,1
40672,सुनयमान,1
40673,सिक्वेललाई,1
40674,तुफान’को,1
40675,‘आँधी,1
40676,सुपरहिट,1
40677,काथा,1
40678,नारी,1
40679,क्षेत्रीलगायतले,1
40680,डब्बु,1
40681,गुणराज,1
40682,मेकअप,1
40683,प्राविधिकदेखि,1
40684,कूप्रथालाई,1
40685,गौरवले,1
40686,भिडियोका,1
40687,खेल्नेमा,1
40688,धन्यवादसँगै,1
40689,प्रथाविरुद्धको,1
40690,समानका,1
40691,भेदभाव,1
40692,छोरीबीचको,1
40693,रवी,1
40694,सम्राट,1
40695,आयोगकी,1
40696,कालिराजको,1
40697,कोइ,1
40698,चुँडाल,1
40699,मन्दिल,1
40700,लिम्बूको,1
40701,विनुसा,1
40702,चुल्ठेको,1
40703,उप्रती,1
40704,वाग्लेको,1
40705,अभी,1
40706,उप्रतीको,1
40707,अवि,1
40708,मुभी,1
40709,योचिना,1
40710,कपाली,1
40711,जोया,1
40712,शत्रुधन,1
40713,कनिज,1
40714,ऋचा,1
40715,विन्दीया,1
40716,याङ्शु,1
40717,आरती,1
40718,पुस्कर,1
40719,तबरबाटै,1
40720,गीतबारे,1
40721,धीरेन्द्रकुमार,1
40722,लोकराजले,1
40723,देउडा,1
40724,प्रथाको,1
40725,कुप्रथाका,1
40726,अछामसहित,1
40727,छाउपडीकै,1
40728,गीतसंगीतको,1
40729,सुदूरपश्चिमका,1
40730,प्रथालाई,1
40731,स्टेन्ड,1
40732,सोधपत्र,1
40733,रहनुभएके,1
40734,सुनाउछिन्,1
40735,डाइरेक्टरको,1
40736,कोरियाग्राफ,1
40737,धितालले,1
40738,बलामीलगायत,1
40739,सुश्रीना,1
40740,सदीश्री,1
40741,राजकी,1
40742,निरुपा,1
40743,मनरा,1
40744,तिमिल्सेना,1
40745,गीतकी,1
40746,लिलुकी,1
40747,मोजो,1
40748,एलपीशर्मा,1
40749,सञ्ज्याल,1
40750,इब्सु,1
40751,कुवँर,1
40752,भद्रजंग,1
40753,रेर्कड,1
40754,चिनालले,1
40755,फस्टाएको,1
40756,एरेञ्ज,1
40757,किस्मतले,1
40758,एचबिएन,1
40759,पुग्छिन्,1
40760,साथीले,1
40761,बलात्कृत,1
40762,चेली,1
40763,सम्झाउन,1
40764,तलाई,1
40765,पोख्छिन्,1
40766,बेलौंना,1
40767,रामा,1
40768,शनिश्चरेबाट,1
40769,गास,1
40770,छाउको,1
40771,संयोजकमा,1
40772,पवित्रा,1
40773,गरिएसँगै,1
40774,हातामा,1
40775,फ्लाइवायरमार्फत्,1
40776,स्मार्टफोन,1
40777,स्मार्टफोनमा,1
40778,मिडरेन्ज,1
40779,चार्जिङलाई,1
40780,फ्ल्यास,1
40781,स्पिकर,1
40782,डुअल,1
40783,सिरिजकोे,1
40784,बाटिकाको,1
40785,क्लबमार्फत्,1
40786,घुस्की,1
40787,फाउन्डेसनका,1
40788,मामा,1
40789,अशोका,1
40790,तस्करीको,1
40791,पार्टनर,1
40792,जोशीलाई,1
40793,सगुननारायण,1
40794,निश्चलबहादुर,1
40795,राजधानीका,1
40796,गोल्यान,1
40797,बैंकबाटै,1
40798,मुलुकतर्फको,1
40799,आरआरएफसीका,1
40800,तारलगायतको,1
40801,बताउनुभयाेे,1
40802,समूहअन्तर्गत,1
40803,जेठसम्म,1
40804,उल्लेख्यरूपमा,1
40805,बरगदवा,1
40806,दाललगायतको,1
40807,विलेट,1
40808,एमएस,1
40809,पार्ट्सको,1
40810,४६१,1
40811,मञ्जन,1
40812,६१८,1
40813,रङ्गेली,1
40814,सिटको,1
40815,जिंक,1
40816,गलंैचा,1
40817,ऊनी,1
40818,भन्टावारि,1
40819,लौकी,1
40820,भोक्रा,1
40821,चीनतर्फको,1
40822,३०१,1
40823,पूर्वडिस्ट्रिक्ट,1
40824,जितेन्द्रबहादुर,1
40825,व्यवसायीबाट,1
40826,टिक्ने,1
40827,सूचीमध्ये,1
40828,लाइनमुनि,1
40829,घरजग्गाको,1
40830,मागपत्रमा,1
40831,गराइपाऊँ,1
40832,पुर्‍याउनुपर्नेछ,1
40833,ब्रोकरले,1
40834,पु¥याउनुपर्नेछ,1
40835,गुणाले,1
40836,बोर्डमै,1
40837,राफसाफमा,1
40838,पालिकाभन्दा,1
40839,हौस्याइ,1
40840,अटोमेटेड,1
40841,क्राइ,1
40842,सारथीका,1
40843,सेबोनको,1
40844,बहानाका,1
40845,उकास्ने,1
40846,गिरावटबाट,1
40847,तथ्यहीन,1
40848,भौगोलिकरूपमा,1
40849,पदमार्गका,1
40850,पेशामा,1
40851,३२९२,1
40852,खोलेकामा,1
40853,राजधानीले,1
40854,भित्रिरहेका,1
40855,ग्रान्टअन्तर्गत,1
40856,रोटरीको,1
40857,ड्रोनलगायत,1
40858,बायोमेडिकल,1
40859,जन्मिनुभएको,1
40860,नाँगीमा,1
40861,प्रविधिबाट,1
40862,वायरलेस,1
40863,विश्वविद्यालयमार्फत्,1
40864,पुनसँग,1
40865,भित्राइएको,1
40866,नामहरू,1
40867,गरेकाबाट,1
40868,श्रीवृद्धिका,1
40869,यहाँकै,1
40870,डोबाटे,1
40871,उचो,1
40872,पुनलाई,1
40873,लगावले,1
40874,बिर्तामोडबाट,1
40875,उदास,1
40876,ज्योत्स्ना,1
40877,दिव्या,1
40878,सिंगल,1
40879,चित्रकारले,1
40880,सुसिम,1
40881,हिमान,1
40882,उठिसकेको,1
40883,फिटनेस,1
40884,ट्यापआउट,1
40885,प्याङ्क,1
40886,इपिक,1
40887,कग्स,1
40888,एमटिबी,1
40889,ट्रेक,1
40890,हिवर्व,1
40891,राइडर,1
40892,बालुवाटारस्थित,1
40893,इन्द्रकुमारी,1
40894,पाउनुभएकी,1
40895,१३५०,1
40896,१४००,1
40897,लक्ष्मीले,1
40898,महिलातर्फको,1
40899,धनगढीस्थित,1
40900,पहिलोलाई,1
40901,पूर्णराज,1
40902,गोगी,1
40903,क्वाटरफाइनलमा,1
40904,तेस्रोे,1
40905,डुवाना,1
40906,स्टायलमा,1
40907,फ्रि,1
40908,३१६१,1
40909,मदोल,1
40910,तेन्जिगना,1
40911,आर्या,1
40912,३८११,1
40913,३७९६,1
40914,३५९०,1
40915,छ्यापछ्याप्ती,1
40916,ग्रेवल,1
40917,३४४१,1
40918,२९८९,1
40919,सेरेन,1
40920,१८५९,1
40921,सिरिजका,1
40922,छिमि,1
40923,किलिङ,1
40924,स्टेफन,1
40925,डेनेस,1
40926,ड्यानियल,1
40927,एम्बुलेन्समार्फत्,1
40928,एमआइएस,1
40929,चाँदनी,1
40930,वर्षहरूमा,1
40931,तिर्नसमेत,1
40932,जोगाइदिएका,1
40933,बागलुङबाटै,1
40934,दोधारमा,1
40935,अनितासँगै,1
40936,नीलगिरि,1
40937,कार्यान्वयनसँगै,1
40938,गुणस्तरी,1
40939,अस्पतलाको,1
40940,माघी,1
40941,खोपयुक्त,1
40942,प्रभावकारिताको,1
40943,पाल्पालाई,1
40944,रम्भा,1
40945,छहरा,1
40946,रैनादेवी,1
40947,पूर्वखोला,1
40948,माथागढी,1
40949,तिनाउ,1
40950,बगनासकाली,1
40951,रिब्दीकोट,1
40952,दशवटै,1
40953,धौलागिरिकै,1
40954,सदरमुकामका,1
40955,नखिपोट,1
40956,बमले,1
40957,थ्रीमा,1
40958,बाइ,1
40959,प्रिक्वाटरफाइनलमा,1
40960,मानेश्वरी,1
40961,वेलफेयर,1
40962,साइपाल,1
40963,रोजबड,1
40964,मर्सी,1
40965,काष्ठमण्डप,1
40966,यश,1
40967,चन्दले,1
40968,उप–प्रादेशिक,1
40969,सीतामाया,1
40970,आर्मीबाट,1
40971,गोलरहित,1
40972,आर्मीले,1
40973,अस्पतालभन्दा,1
40974,अस्पतालहरूको,1
40975,अस्पतालहरूलाई,1
40976,गइरहेका,1
40977,अस्पतालमै,1
40978,बेलौरीको,1
40979,अनुसिया,1
40980,तण्डुकार,1
40981,५१७,1
40982,मुभिजबाट,1
40983,शिवानी,1
40984,रविराज,1
40985,गुीता,1
40986,‘प्रपञ्च’लाई,1
40987,योन्जनको,1
40988,तेञ्जु,1
40989,दियालीको,1
40990,ऋद्धा,1
40991,शंकरलाल,1
40992,प्रगाढको,1
40993,डिएआर,1
40994,पियुस,1
40995,अवतारमा,1
40996,माझीलाई,1
40997,फस्र्टलुक,1
40998,प्रोडक्शन,1
40999,मनोरञ्जनले,1
41000,बसेलको,1
41001,खिच्नुभएको,1
41002,लीलामान,1
41003,साहसहनिर्माता,1
41004,प्रमोदकुमार,1
41005,बलामी,1
41006,मनिल,1
41007,पूर्वका,1
41008,दिनुुभयो,1
41009,नजिकैबाट,1
41010,वामन,1
41011,व्यक्तित्वका,1
41012,व्यापारलगायत,1
41013,अर्पिता,1
41014,पल्पसा,1
41015,एनबि,1
41016,अकृन,1
41017,सानुराज,1
41018,उमेशचन्द्र,1
41019,खपाङ्गी,1
41020,जोशना,1
41021,थुम्केली,1
41022,राजोपाध्याय,1
41023,अविन,1
41024,अशोकमान,1
41025,तर्कराज,1
41026,ढकालककोे,1
41027,डिओपी,1
41028,कलाककारको,1
41029,रूपशराज,1
41030,सिमखडा,1
41031,थिङ्ग,1
41032,इन्टरटेन्मेन्ट,1
41033,पंगेनी,1
41034,लोप्चन,1
41035,जिम्मेवारीसमेत,1
41036,फणिन्द्र,1
41037,सदस्यसचिवको,1
41038,एथलेटिक्ससहित,1
41039,भण्डारीलगायतको,1
41040,सूर्यलाल,1
41041,तुलसा,1
41042,दनुवारले,1
41043,सटपुटको,1
41044,सिन्धुपाल्चोककै,1
41045,सिन्धुपाल्चोकका,1
41046,नवप्रस्तुति,1
41047,ठेला,1
41048,भ्यानमा,1
41049,भवानीको,1
41050,रामजीबहादुर,1
41051,निलेन्द्रराज,1
41052,गोदामतर्फ,1
41053,५८३७,1
41054,सुविग्यमान,1
41055,५८३०,1
41056,५५८१,1
41057,हस्तान्तरणपछि,1
41058,बितामोडको,1
41059,मोरङबाट,1
41060,जिम्मेवारीलाई,1
41061,थिङ्गका,1
41062,अर्विन,1
41063,सानीया,1
41064,संसारभरी,1
41065,युएनएफपिएका,1
41066,कपडाको,1
41067,मध्यसम्म,1
41068,ओसिनायीमा,1
41069,क्यारेवियन,1
41070,बासोबास,1
41071,अर्फिकामा,1
41072,कुलमध्ये,1
41073,माहादेशमा,1
41074,महादेशका,1
41075,१३९,1
41076,नछोड्ने,1
41077,इटहरी,1
41078,बुझाइसकेको,1
41079,हृयान्डबल,1
41080,जिम्नास्टिक,1
41081,कटिबद्ध,1
41082,शब्दसंगीत,1
41083,शीला,1
41084,मिल्न,1
41085,जब्बा,1
41086,‘रामगीता’लगायत,1
41087,‘भक्तमाला’,1
41088,‘प्रश्नोत्तरी’,1
41089,‘वधुशिक्षा’,1
41090,विज्ञहरूको,1
41091,संस्कृतिमार्फत,1
41092,यात्रापछि,1
41093,तहसीलका,1
41094,मट्टा,1
41095,लालको,1
41096,गेबिन,1
41097,कृतिले,1
41098,प्रान्तको,1
41099,पख्तुनख्वा,1
41100,इञ्जिनियरिङ,1
41101,गणेशकुमार,1
41102,बजगाईं,1
41103,परिएला,1
41104,वादविवादमा,1
41105,राख्नाले,1
41106,भइनेछ,1
41107,कडिकडाउको,1
41108,सहजतासहितका,1
41109,योगदानका,1
41110,निम्त्याउन,1
41111,मुख्यमन्त्रीभन्दा,1
41112,नसुध्रिँदासम्म,1
41113,नसच्याइएको,1
41114,उठायो,1
41115,सच्याइनु,1
41116,प्रधानमन्त्रीमातहत,1
41117,आफूमातहत,1
41118,बढीभन्दा,1
41119,४०औँ,1
41120,सदस्यपछि,1
41121,महासमिति,1
41122,हर्दौनास्थित,1
41123,भानुभक्तलाई,1
41124,पूर्वउपप्रधानमन्त्रीको,1
41125,छत,1
41126,जयन्तीका,1
41127,भाषी,1
41128,भाषीहरूले,1
41129,राज्यहरूमा,1
41130,पूर्वोत्तर,1
41131,रानीपोखरी,1
41132,संस्कृतिलाई,1
41133,अगुवाका,1
41134,मन्दी,1
41135,महत्वाकांक्षाले,1
41136,जनप्रतिनिधिहरू,1
41137,निरन्तरतामा,1
41138,सञ्चारसमेत,1
41139,पुगेकाले,1
41140,अर्थमन्त्रीका,1
41141,शृंखलामा,1
41142,कमोडिटीहरूको,1
41143,प्राथमिकताप्राप्त,1
41144,भित्र्याउनेएवं,1
41145,खुम्चिँदो,1
41146,औद्योगीकरण,1
41147,भूराजनीति,1
41148,कर्जाका,1
41149,शोधनान्तरका,1
41150,टुटाउनका,1
41151,५३८,1
41152,रिसिट,1
41153,पर्चेज,1
41154,हायर,1
41155,कर्जासमेत,1
41156,डिमान्ड,1
41157,ओभरड्राफ्ट,1
41158,आवधिक,1
41159,१४७,1
41160,घट्नेदरमा,1
41161,घट्दोक्रममा,1
41162,बुद्धिमानी,1
41163,व्यापकरूपले,1
41164,टाढै,1
41165,वादविवादबाट,1
41166,परिने,1
41167,ठगीमा,1
41168,धनमाल,1
41169,चिताएको,1
41170,तौलिहवामा,1
41171,सुुझाव,1
41172,रेसियोमा,1
41173,बचतलाई,1
41174,जमानतमा,1
41175,सिएनआइका,1
41176,कोष’,1
41177,‘उत्पादनमूलक,1
41178,धितोरहित,1
41179,अन्तर्रास्ट्रियरूपमा,1
41180,बोन्ड,1
41181,समयावधिका,1
41182,बनाइनुपर्ने,1
41183,हेजिङका,1
41184,फाइनान्स,1
41185,ब्लेन्डेड,1
41186,सरकारहरू,1
41187,केन्द्रबाटै,1
41188,४१२२,1
41189,‘ब्याकफायर’,1
41190,अध्यादेशकै,1
41191,एअरलाइन्सको,1
41192,रोपाई,1
41193,अनुशासनमा,1
41194,डिलिट,1
41195,अन्तः,1
41196,किलोवाटभन्दा,1
41197,हटाउनुभएको,1
41198,शर्माकै,1
41199,पुनर्वहाली,1
41200,पोखरीबाट,1
41201,राष्ट्रघाती,1
41202,उठे,1
41203,कांग्रेसभित्र,1
41204,दिइसके,1
41205,हुनुप¥यो,1
41206,शर्मामाथिको,1
41207,गनुभएको,1
41208,जोडबलमा,1
41209,ओलीभन्दा,1
41210,चलाउनमा,1
41211,आलोपालो,1
41212,सदनदेखि,1
41213,भइरहेछ,1
41214,भुमरीमा,1
41215,गबर,1
41216,दई,1
